library,profile,term,overlap_size,mean_r,median_r,auc,p_value,fdr,rank_positive
MSigDB_Hallmark_2020,MASTL dependency profile,p53 Pathway,192,0.0045926241697823245,0.0011068859197944255,0.5153610931499334,0.23172495853783281,0.6284533653548996,18
MSigDB_Hallmark_2020,MASTL dependency profile,Wnt-beta Catenin Signaling,41,0.009024050158433855,0.005025223791623496,0.5320549167736041,0.23881227883486184,0.6284533653548996,19
MSigDB_Hallmark_2020,MASTL dependency profile,TNF-alpha Signaling via NF-kB,198,0.0033221204184468276,0.002710534583319265,0.5082778270770744,0.3441552771468358,0.7451842167964201,20
MSigDB_Hallmark_2020,MASTL dependency profile,Oxidative Phosphorylation,192,0.0026685956252321757,0.0010925841045998142,0.5071842669880084,0.36583764464080776,0.7451842167964201,21
MSigDB_Hallmark_2020,MASTL dependency profile,Pperoxisome,104,0.003596114963352117,0.0012629584978698627,0.5090232793522267,0.37532526756765494,0.7451842167964201,22
MSigDB_Hallmark_2020,MASTL dependency profile,Protein Secretion,93,0.0016659146753816474,0.00438199771783142,0.509170671196231,0.37998800243506986,0.7451842167964201,23
MSigDB_Hallmark_2020,MASTL dependency profile,Adipogenesis,195,0.002186362969679633,0.0026503202348784377,0.5032693099128516,0.43752884956332494,0.7451842167964201,24
MSigDB_Hallmark_2020,MASTL dependency profile,Complement,195,0.0010563409127606444,0.0025647310755374194,0.5021154712964931,0.4594811133435363,0.7451842167964201,25
MSigDB_Hallmark_2020,MASTL dependency profile,Xenobiotic Metabolism,193,0.0011200697156739763,0.0008961236658505533,0.5005258712512446,0.48996482945639036,0.7451842167964201,26
MSigDB_Hallmark_2020,MASTL dependency profile,KRAS Signaling Dn,191,0.0015404237177396491,0.0026450107999497043,0.5004448399945468,0.4915549616949691,0.7451842167964201,27
MSigDB_Hallmark_2020,MASTL dependency profile,UV Response Up,155,0.0016171448129263042,0.0008961236658505533,0.500154204484607,0.4973621548921176,0.7451842167964201,28
MSigDB_Hallmark_2020,MASTL dependency profile,Hypoxia,196,0.001881472995049145,0.003962805803536783,0.4996223265882082,0.5072676305090537,0.7451842167964201,29
MSigDB_Hallmark_2020,MASTL dependency profile,TGF-beta Signaling,52,0.0019618457848492804,0.0030137680609389865,0.4989090754161883,0.51085916944876,0.7451842167964201,30
MSigDB_Hallmark_2020,MASTL dependency profile,Myc Targets V1,191,0.0007572008819138717,0.000592982152351261,0.49844913790901507,0.5294308124238619,0.7451842167964201,31
