model_id,cell_line_name,oncotree_lineage,oncotree_primary_disease,oncotree_subtype,median_l2fc,growth_fraction,c604_sensitivity
ACH-000138,CFPAC-1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,-0.344761538076882,0.7874381208378507,-0.7874381208378507
ACH-000141,SNU-308,Biliary Tract,Intracholecystic Papillary Neoplasm,"Gallbladder Adenocarcinoma, NOS",-0.786186736933461,0.5798747656210539,-0.5798747656210539
ACH-000384,SW 780,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,-3.02854888345956,0.12255074133783603,-0.12255074133783603
ACH-000418,SW 1353,Bone,Chondrosarcoma,Chondrosarcoma,-1.26806216552849,0.41521712001206373,-0.41521712001206373
ACH-000452,TE-8,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,-1.79635904034823,0.287900252567083,-0.287900252567083
ACH-000471,Li-7,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,-0.609989986984151,0.6552012493335473,-0.6552012493335473
ACH-000502,TCC-PAN2,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,-0.706493649331641,0.6128077087281054,-0.6128077087281054
ACH-000558,A-172,CNS/Brain,Diffuse Glioma,Glioblastoma,-1.28123456567193,0.4114432712424424,-0.4114432712424424
ACH-000565,RCM-1,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,-1.31125410928378,0.40297043224440027,-0.40297043224440027
ACH-000669,SW 900,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,-0.59548143134176,0.6618235659821086,-0.6618235659821086
ACH-000730,SK-MEL-5,Skin,Melanoma,Cutaneous Melanoma,-1.01966815349024,0.49322979116286964,-0.49322979116286964
ACH-000781,NCI-H2023,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-0.978050147595677,0.5076654038488777,-0.5076654038488777
ACH-000810,SK-MEL-30,Skin,Melanoma,Cutaneous Melanoma,-0.743180136329313,0.5974210031940443,-0.5974210031940443
ACH-000827,WM793,Skin,Melanoma,Melanoma,-1.80196782732225,0.2867831513644713,-0.2867831513644713
ACH-000835,GCT,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,-1.26333576421123,0.41657964004393455,-0.41657964004393455
ACH-000843,HARA,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,-0.745465910004171,0.5964752121947565,-0.5964752121947565
ACH-000868,HCC-1195,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,-0.400393241967832,0.7576517385168274,-0.7576517385168274
ACH-000926,HT-55,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,-1.38750510879827,0.38222522335684406,-0.38222522335684406
ACH-000994,HEC-59,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,-0.818060939830549,0.5672037831200313,-0.5672037831200313
ACH-000035,NCI-H1650,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,-0.799150337770135,0.5746875348919226,-0.5746875348919226
ACH-000161,COR-L105,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-0.803399865278278,0.5729972557878198,-0.5729972557878198
ACH-000171,VMRC-RCZ,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,-1.39290906245581,0.38079618693437706,-0.38079618693437706
ACH-000217,JHH-6,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,0.29543967011094,1.227258934911934,-1.227258934911934
ACH-000289,SNU-466,CNS/Brain,Diffuse Glioma,Glioblastoma,-1.96860644465795,0.2554997093923144,-0.2554997093923144
ACH-000318,TE-10,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,-0.302034795537038,0.8111075927007364,-0.8111075927007364
ACH-000414,NCI-H1944,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-0.671628010689841,0.62779784826912,-0.62779784826912
ACH-000441,SH-4,Skin,Melanoma,Melanoma,-0.672122708518937,0.6275826142917956,-0.6275826142917956
ACH-000468,PK-45H,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,-0.648116753846108,0.6381127413926204,-0.6381127413926204
ACH-000500,SNU-46,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,0.0532903904016506,1.037628772878577,-1.037628772878577
ACH-000553,Sq-1,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.144088841153221,1.105032530602329,-1.105032530602329
ACH-000569,IST-MES1,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",-0.852220517015572,0.5539314986175973,-0.5539314986175973
ACH-000678,MKN7,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,-1.01685177663274,0.4941935968933553,-0.4941935968933553
ACH-000713,Caov-3,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,-0.479800770529452,0.7170766421176409,-0.7170766421176409
ACH-000759,MDA-MB-175-VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,-0.520377728014925,0.6971892704091954,-0.6971892704091954
ACH-000785,NCI-H2126,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-0.248768658321932,0.8416144275640363,-0.8416144275640363
ACH-000890,SW 1271,Lung,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,-0.631739269645164,0.6453978739014778,-0.6453978739014778
ACH-000893,NCI-H1651,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-0.152775091914194,0.8995185311244922,-0.8995185311244922
ACH-000913,ESS-1,Uterus,Uterine Sarcoma/Mesenchymal,Endometrial Stromal Sarcoma,-0.657246619659331,0.6340872971554792,-0.6340872971554792
ACH-000945,NCI-H650,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-0.566100681441345,0.6754399036598117,-0.6754399036598117
ACH-000955,SNU-407,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,-1.66159423683649,0.3160896634659459,-0.3160896634659459
ACH-000060,Panc 10.05,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,-0.694909391556267,0.6177481150076697,-0.6177481150076697
ACH-000117,EFM-192A,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,-0.997568721292387,0.5008433273930704,-0.5008433273930704
ACH-000118,HUP-T3,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,-0.464258521959938,0.7248435173603928,-0.7248435173603928
ACH-000147,T-47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,-0.132332753776091,0.9123550320109285,-0.9123550320109285
ACH-000228,BICR 31,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,-0.805782869228386,0.5720515759347216,-0.5720515759347216
ACH-000244,DK-MG,CNS/Brain,Diffuse Glioma,Glioblastoma,-1.52208380358193,0.348182644270987,-0.348182644270987
ACH-000296,OUMS-23,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,-0.0685438239286225,0.953600023239356,-0.953600023239356
ACH-000313,KMRC-3,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,-0.907648137359417,0.5330533599497326,-0.5330533599497326
ACH-000447,NCI-H2228,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.0096151418101877,1.006686967027217,-1.006686967027217
ACH-000457,CAL-54,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,0.129947366701369,1.0942537792849116,-1.0942537792849116
ACH-000480,HuH-7,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,-1.40064929697925,0.37875863976635155,-0.37875863976635155
ACH-000495,TUHR4TKB,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,0.404232672433701,1.3233848532334815,-1.3233848532334815
ACH-000504,SNB75,CNS/Brain,Diffuse Glioma,Glioblastoma,-0.177582330664126,0.8841834707188921,-0.8841834707188921
ACH-000524,KURAMOCHI,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,-0.574588868228716,0.671477578334617,-0.671477578334617
ACH-000528,ABC-1,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-0.453563976928819,0.7302366700669783,-0.7302366700669783
ACH-000537,SNU-761,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,0.0918051027440621,1.06570275791079,-1.06570275791079
ACH-000573,MDA-MB-436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",0.0363150452079819,1.0254911527087074,-1.0254911527087074
ACH-000620,JHH-1,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,-1.4470973516028,0.36675858670817074,-0.36675858670817074
ACH-000666,NCI-H1355,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-0.313586267803615,0.804639090087927,-0.804639090087927
ACH-000814,Hs 939.T,Skin,Melanoma,Melanoma,0.161132967801683,1.1181649032904837,-1.1181649032904837
ACH-000929,NCI-H2110,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,-0.131911935123352,0.9126211949940668,-0.9126211949940668
ACH-000013,ONCO-DG-1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,0.258695188102992,1.19639616253444,-1.19639616253444
ACH-000066,HCC4006,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-0.518802443395064,0.6979509499918872,-0.6979509499918872
ACH-000107,Capan-2,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,-0.277610184826273,0.8249564211368504,-0.8249564211368504
ACH-000155,SW 1990,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,-0.71502541061701,0.6091944018208434,-0.6091944018208434
ACH-000188,SCC-25,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,-0.629476404545333,0.6464109738550691,-0.6464109738550691
ACH-000309,SK-LU-1,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-0.925900365849839,0.526351926558515,-0.526351926558515
ACH-000312,SK-N-BE(2),Peripheral Nervous System,Neuroblastoma,Neuroblastoma,-1.14878186690668,0.4510058753752413,-0.4510058753752413
ACH-000322,HT-144,Skin,Melanoma,Melanoma,-0.967018049821607,0.5115623345772169,-0.5115623345772169
ACH-000332,YAPC,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,-0.0350393674152507,0.9760051277579523,-0.9760051277579523
ACH-000367,NCI-H226,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",-0.705628686052468,0.6131752258254344,-0.6131752258254344
ACH-000437,SW 1088,CNS/Brain,Diffuse Glioma,Astrocytoma,-0.161573900122595,0.8940491807277108,-0.8940491807277108
ACH-000481,NCI-H2170,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,-2.26320485987796,0.2083087202581827,-0.2083087202581827
ACH-000672,IA-LM,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,-1.99656116291155,0.2505966158283658,-0.2505966158283658
ACH-000679,OE-19,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,-2.30607686986004,0.20220956264784629,-0.20220956264784629
ACH-000701,RMUG-S,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,-1.75623980534877,0.2960186945275772,-0.2960186945275772
ACH-000771,BICR 56,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,-0.91237433294053,0.531309961454218,-0.531309961454218
ACH-000791,RERF-LC-Ad1,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-0.0696774396165337,0.9528510143940885,-0.9528510143940885
ACH-000869,NCI-H1568,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-1.14995056065409,0.4506406739303561,-0.4506406739303561
ACH-000888,NCI-H1793,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-1.10139545626315,0.4660654727834449,-0.4660654727834449
ACH-000899,WM88,Skin,Melanoma,Melanoma,-0.656225922197172,0.634536068572557,-0.634536068572557
ACH-000984,HEC-6,Uterus,Endometrial Carcinoma,Uterine Adenosquamous Carcinoma,-1.31690460744434,0.40139523416733885,-0.40139523416733885
ACH-001239,WM-266-4,Skin,Melanoma,Melanoma,-0.714996933679913,0.609206426650335,-0.609206426650335
ACH-000139,Panc 03.27,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,-0.930430167587284,0.5247018684172257,-0.5247018684172257
ACH-000178,Hs 766T,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,-1.59293071972572,0.33149735866858354,-0.33149735866858354
ACH-000189,RCC10RGB,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,-1.15870345903608,0.4479148929373602,-0.4479148929373602
ACH-000231,KALS-1,CNS/Brain,Diffuse Glioma,Glioblastoma,-1.76812872385748,0.2935892962534199,-0.2935892962534199
ACH-000266,SNU-213,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,-0.509313545628584,0.702556644578142,-0.702556644578142
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,-1.65159294838549,0.31828852520155015,-0.31828852520155015
ACH-000305,EC-GI-10,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,-2.26214517180625,0.20846178334460597,-0.20846178334460597
ACH-000308,EFO-21,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,-0.292068315474712,0.8167303158261231,-0.8167303158261231
ACH-000319,MPP 89,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",-2.01415418165868,0.24755925976730603,-0.24755925976730603
ACH-000329,CCF-STTG1,CNS/Brain,Diffuse Glioma,Astrocytoma,-1.50866674902972,0.3514358445347919,-0.3514358445347919
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,-1.39843849135313,0.37933949963495106,-0.37933949963495106
ACH-000390,LUDLU-1,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,-0.855805281740133,0.5525568150836947,-0.5525568150836947
ACH-000482,RERF-LC-KJ,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-0.909607086677781,0.5323300498514044,-0.5323300498514044
ACH-000517,SNU-410,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,-1.40538893997907,0.3775163570354183,-0.3775163570354183
ACH-000866,NCI-H1048,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,-2.47173042624164,0.18027479090377987,-0.18027479090377987
ACH-000875,NCI-H2347,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-0.120315494627384,0.9199864421154733,-0.9199864421154733
ACH-000927,BT-474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,-0.809693426898198,0.5705030771184847,-0.5705030771184847
ACH-000968,COLO 792,Skin,Melanoma,Melanoma,-0.738238875053808,0.599470690976389,-0.599470690976389
ACH-000977,LNCaP clone FGC,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,-0.949150465383698,0.5179373608638813,-0.5179373608638813
ACH-000996,HEC-251,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,-0.851912080414329,0.5540499373788641,-0.5540499373788641
ACH-001190,SK-MEL-2,Skin,Melanoma,Melanoma,-1.40640597820153,0.3772503179544077,-0.3772503179544077
ACH-001318,PLC/PRF/5,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,-0.927966562375906,0.5255986363046978,-0.5255986363046978
ACH-000007,LS513,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,-4.36975564541915,0.048369597891658116,-0.048369597891658116
ACH-000092,NCI-H2452,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",-0.623364998087359,0.649155046052027,-0.649155046052027
ACH-000123,COV434,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Small Cell Carcinoma of the Ovary,-0.964182098507041,0.5125689178654727,-0.5125689178654727
ACH-000182,SNU-869,Ampulla of Vater,Ampullary Carcinoma,Ampullary Carcinoma,-0.12766527080303,0.9153115109573629,-0.9153115109573629
ACH-000209,SNU-1079,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,-1.17558126668702,0.44270535613611905,-0.44270535613611905
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,-0.0738023020629535,0.9501305739267172,-0.9501305739267172
ACH-000288,BT-549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",-2.03246820216571,0.24443652776583272,-0.24443652776583272
ACH-000343,NCI-H522,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-1.21524601776544,0.43069962788451577,-0.43069962788451577
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,-0.0295606202640422,0.9797186301914418,-0.9797186301914418
ACH-000375,G-402,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,-2.53468359678177,0.1725775136891129,-0.1725775136891129
ACH-000423,SK-MEL-3,Skin,Melanoma,Cutaneous Melanoma,-1.04430701364483,0.4848777594678988,-0.4848777594678988
ACH-000469,YH-13,CNS/Brain,Diffuse Glioma,Glioblastoma,-1.2866277471279,0.4099080571227519,-0.4099080571227519
ACH-000614,RVH-421,Skin,Melanoma,Melanoma,-2.3880792233071,0.19103657433750246,-0.19103657433750246
ACH-000715,SNU-1214,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,-0.650048246797895,0.6372590020036596,-0.6372590020036596
ACH-000733,NCI-H1838,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-0.487082426917802,0.7134664885103003,-0.7134664885103003
ACH-000774,RERF-LC-Ad2,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-1.21897987982839,0.4295863685465085,-0.4295863685465085
ACH-000775,NCI-H727,Lung,Lung Neuroendocrine Tumor,Lung Carcinoid,0.06439527806537,1.0456465533487942,-1.0456465533487942
ACH-000783,CAMA-1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,-0.514638041043551,0.6999685264539324,-0.6999685264539324
ACH-000800,NCI-H446,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,-1.23504583797876,0.42482900148999736,-0.42482900148999736
ACH-000909,JHUEM-2,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,-0.0702893155745163,0.9524469768175049,-0.9524469768175049
ACH-001113,LC-1/sq-SF,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,-0.442783031178961,0.7357140096141453,-0.7357140096141453
ACH-001321,TT,Thyroid,Medullary Thyroid Cancer,Medullary Thyroid Cancer,-0.96741241602717,0.5114225161679237,-0.5114225161679237
ACH-000099,SIMA,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,-2.94679673324453,0.129695764109718,-0.129695764109718
ACH-000133,Hs 729,Fibroblast,Non-Cancerous,Fibroblast,-0.742317649274054,0.5977782664543345,-0.5977782664543345
ACH-000259,KELLY,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,-1.87603817472125,0.27243081924766877,-0.27243081924766877
ACH-000274,Hs 852.T,Skin,Melanoma,Melanoma,-0.724828772785243,0.6050688533451253,-0.6050688533451253
ACH-000331,IST-MES2,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",-0.667611793592107,0.629547965359063,-0.629547965359063
ACH-000344,SNU-668,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,-0.689351082040656,0.6201327202499022,-0.6201327202499022
ACH-000359,MG-63,Bone,Osteosarcoma,Osteosarcoma,-2.88727760583877,0.13515833553580342,-0.13515833553580342
ACH-000403,NCI-H747,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,-1.73447246166382,0.3005188805410532,-0.3005188805410532
ACH-000417,Panc 08.13,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,-0.849144129928739,0.5551139563535894,-0.5551139563535894
ACH-000429,A-704,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,-0.622740566131136,0.6494360762625704,-0.6494360762625704
ACH-000477,Malme-3M,Skin,Melanoma,Melanoma,-1.20414689678198,0.43402591855832584,-0.43402591855832584
ACH-000479,KNS-81,CNS/Brain,Diffuse Glioma,Glioblastoma,-1.55735637750942,0.3397731186516738,-0.3397731186516738
ACH-000516,CAL-78,Bone,Chondrosarcoma,Dedifferentiated Chondrosarcoma,-0.818283949957066,0.5671161121931578,-0.5671161121931578
ACH-000535,BxPC-3,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,-1.66872581531808,0.3145310140049794,-0.3145310140049794
ACH-000671,HuH-6,Liver,Hepatoblastoma,Hepatoblastoma,-0.525451362873408,0.6947417183948403,-0.6947417183948403
ACH-000724,HT-1376,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,-0.501565571193403,0.7063398654235228,-0.7063398654235228
ACH-000744,NCI-H1623,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-1.28873393413474,0.4093100699460972,-0.4093100699460972
ACH-000805,COLO-679,Skin,Melanoma,Cutaneous Melanoma,-2.04168885261127,0.24287925023222462,-0.24287925023222462
ACH-000892,NCI-H1563,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-0.229291707549104,0.8530535964218363,-0.8530535964218363
ACH-000917,TE-4,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,-0.98119560902627,0.5065597630896088,-0.5065597630896088
ACH-000921,NCI-H157-DM,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,-0.537002565266583,0.6892013510127729,-0.6892013510127729
ACH-000956,22Rv1,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,-2.24689418492311,0.2106771590143048,-0.2106771590143048
ACH-000041,RD-ES,Bone,Ewing Sarcoma,Ewing Sarcoma,-1.49017699530251,0.3559688746078531,-0.3559688746078531
ACH-000093,Panc 05.04,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,-1.58599039343124,0.3330959242734531,-0.3330959242734531
ACH-000213,HUP-T4,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,-0.0757572091656183,0.9488439824521486,-0.9488439824521486
ACH-000249,CL-11,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,-1.64770465195225,0.31914752129408536,-0.31914752129408536
ACH-000256,COV318,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,0.330754848833106,1.257671242834929,-1.257671242834929
ACH-000314,HCC-2108,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,-0.0528133546774392,0.9640545219894671,-0.9640545219894671
ACH-000330,EFM-19,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,-0.0806013428510708,0.9456633939988073,-0.9456633939988073
ACH-000348,RPMI-7951,Skin,Melanoma,Melanoma,1.0800222367503,2.114068665732409,-2.114068665732409
ACH-000378,NCI-H647,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,0.349597402563009,1.2742049989733906,-1.2742049989733906
ACH-000430,TYK-nu,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,-0.482189023576914,0.7158905676434456,-0.7158905676434456
ACH-000435,EFE-184,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,0.0697411039157186,1.0495283256208636,-1.0495283256208636
ACH-000485,GSU,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,-2.14281387637717,0.22643770683971837,-0.22643770683971837
ACH-000489,SW1116,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,1.47780460528635,2.7852457096472296,-2.7852457096472296
ACH-000507,KE-39,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,-1.02392570852417,0.49177636034888894,-0.49177636034888894
ACH-000547,HT-1197,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,-0.145172303450189,0.904271372488908,-0.904271372488908
ACH-000580,C32,Skin,Melanoma,Melanoma,-0.404449087832956,0.7555247448116074,-0.7555247448116074
ACH-000608,COV644,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,-0.637998039381298,0.6426040420312675,-0.6426040420312675
ACH-000692,SNU-899,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,-1.07329999814851,0.4752307194995411,-0.4752307194995411
ACH-000706,EKVX,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.651006215514934,1.5702630024443007,-1.5702630024443007
ACH-000739,Hep G2,Liver,Hepatoblastoma,Hepatoblastoma,-0.0779994362645153,0.9473704407857695,-0.9473704407857695
ACH-000793,KATO III,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Signet Ring Cell Carcinoma of the Stomach,-0.342921696068483,0.7884429665431743,-0.7884429665431743
ACH-001028,CHLA-06-ATRT,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,-0.956799498318436,0.515198572677162,-0.515198572677162
ACH-000094,HPAF-II,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,-1.99693359701982,0.2505319322474269,-0.2505319322474269
ACH-000144,RERF-GC-1B,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,-1.22992345191135,0.4263400665005955,-0.4263400665005955
ACH-000160,BT-12,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,-1.77122955494089,0.29295895294062824,-0.29295895294062824
ACH-000181,SCC-9,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,-1.72625685043055,0.30223510569524625,-0.30223510569524625
ACH-000208,U-178,CNS/Brain,Diffuse Glioma,Astrocytoma,-1.18509893285745,0.4397943780139234,-0.4397943780139234
ACH-000293,KLE,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,-1.02513475058194,0.491364402718205,-0.491364402718205
ACH-000381,T84,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,-2.12855925209375,0.22868612604028388,-0.22868612604028388
ACH-000443,OVKATE,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,-0.501250192286705,0.7064942910218656,-0.7064942910218656
ACH-000464,CAS-1,CNS/Brain,Diffuse Glioma,Glioblastoma,-0.75844855515879,0.5911316799926151,-0.5911316799926151
ACH-000548,BHY,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,-0.691520566192536,0.6192008829495174,-0.6192008829495174
ACH-000631,KS-1,CNS/Brain,Diffuse Glioma,Glioblastoma,-0.704498257825039,0.6136558694785135,-0.6136558694785135
ACH-000676,LN-464,Skin,Melanoma,Melanoma,-0.401760553009339,0.756934015917234,-0.756934015917234
