c604_models_with_dependency,c604_screen_models,mastl_models_with_dependency,gene_universe,top_c604_gene,top_c604_r,top_mastl_gene,top_mastl_r
689,903,1165,17204,MASTL,0.20449071289671092,CDAN1,0.23046149388224277
